id,date,professor_name_raw,department,course_name,grading_status_raw,attendance_status_raw,term,comment_text,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6
1898,2023-01-31T14:13:11,فاطمه دباغ کاشانی,فیزیک,آزمایشگاه اپتیک,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,چیزی اضافه ایی نیست,7.0,7.0,6.0,6.0,7.0,9.0
1899,2023-01-31T14:13:35,همایون اشراقی,فیزیک,نجوم و اخترفیزیک,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,چیزی اضافه ایی نیست,5.0,7.0,7.0,1.0,5.0,10.0
1900,2023-01-31T15:02:28,حسن نادری,مهندسی کامپیوتر,تحلیل و طراحی الگوریتم,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,استاد با سوادی نیست، اما اگه حضور فعال سر کلاس داشته باشین، تمارین و پروژه رو انجام بدین(تمرین و پروژه ی زیاد یا سخت نمیدن اصولا) و امتحان هارو خوب بدین(که از جزوشون میاد و اصولا بیشتر نیست) میتونین نمره ی خوبی ازشون بگیرین.,3.0,1.0,2.0,8.0,5.0,6.0
1901,2023-01-31T15:02:37,محمدرضا کنگاوری,مهندسی کامپیوتر,نظریه زبان و ماشین,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,خیلی خیلی بد نمره هستن، به احترام خیلی اهمیت میدن، اگر جلسه ای رو نرفتین حتما گواهی ببرید، در طول ترم باهاشون در تعامل باشین، بسیار ریز بین تصحیح میکنن، تمرین و پروژه مجموعا براشون دو نمره داره پس خیلی نمیتونین روش حساب کنین,5.0,5.0,3.0,6.0,4.0,4.0
1902,2023-01-31T15:02:43,مهدی شایگان منش,فیزیک,فیزیک 1,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,مهر 1401,6 نمره میان ترم، 9 نمره پایان ترم و 3 نمره دست ta بود. درس دادنشون اوکیه ولی نمره ها رو خیلی دقیق و بدون ارفاق میدن. تی ای شون هم هر جلسه ته تهش سه تا سوال حل میکرد و نمره خوبی نداد به بچه ها.,8.0,10.0,8.0,7.0,4.0,8.0
1903,2023-01-31T15:02:50,حسن نادری,مهندسی کامپیوتر,الگوریتم,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,خیلی شاید به جزییات مسلط نباشن، اما اگه حضور فعال سر کلاس داشته باشین، تمارین و پروژه رو انجام بدین(تمرین و پروژه ی زیاد یا سخت نمیدن اصولا) و امتحان هارو خوب بدین(که از جزوشون میاد و اصولا بیشتر نیست) میتونین نمره ی خوبی ازشون بگیرین.,8.0,5.0,5.0,9.0,8.0,7.0
1904,2023-01-31T15:03:30,نفیسه شمس,معارف,تفسیر موضوعی قرآن,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"اول ترم یه کتاب معرفی کردن ولی چون نرسیدن چیز زیادی درس بدن یه جزوه 40 صفحه ای دادن که سوالا توی همون بود.
 با نظر خود بچه ها میان ترم نگرفتن. درکل آزمون پایان ترم و یه ارائه بود و اگه یک صفحه قرآن میخوندیم یک نمره اضافه میدادن.",8.0,10.0,10.0,10.0,10.0,10.0
1905,2023-01-31T15:41:26,نصیبه سعیدزاده امیری,مهندسی شیمی,شیمی عمومی 1,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,8 نمره میان ترم و 12 نمره پایان ترم و 2 نمره فعالیت کلاس بود که فکر میکنم 2 نمره رو به همه دادن. میان ترم رو هم از کسایی که میخواستن دوباره گرفتن. روی حضور و دیر اومدن خیلی زیاد حساسن.,6.0,9.0,7.0,6.0,7.0,5.0
1906,2023-01-31T15:50:43,رجبی,مکانیک,NDT,,,,,,,,,,
1907,2023-01-31T15:51:40,بیدآبادی,مکانیک,دینامیک گازها,,,,,,,,,,
1908,2023-01-31T17:16:03,بیژن محمدی,مکانیک,FEM,,,,,,,,,,
1909,2023-01-31T17:18:24,اشرفی,مکانیک,طراحی اجزا ۲,,,,,,,,,,
1910,2023-01-31T17:24:21,خان میرزا,مکانیک,دینامیک,,,,,,,,,,
1911,2023-01-31T17:41:27,فرزاد بازدیدی تهرانی,مکانیک,انتقال حرارت,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,تدریس بدی ندارند و تقریبا میشه گفت دانش خوبی دارند. نمره کامل هم حتی میشه ازشون گرفت.فقط یه سری اخلاق خاص دارند که به تحمل کردنش میارزه.,9.0,10.0,8.0,10.0,10.0,4.0
1912,2023-01-31T20:44:58,شهاب نوروزیان علم,فیزیک,فیزیک پایه ۱,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"به نظرم قدری با کلاس ما اون جوری که باید ارتباط برقرار نشد. شاید یک دلیلش این بود که  نظم کلاس خیلی براش مهم بود و بعضی بچه ها سر کلاس شوخی و مسخره بازی میکردن و خوب ایشون هم اصلا دوس نداشت.
از نظر تدریس انصافا خیلی تلاش میکنه که با پاور و ویدئو و کارهای کلاسی ... مطلب رو برای بچه ها جا بندازه.
نمره بچه ها هم به نسبت دانشجوها بقیه کلاس‌ها بالاتر بود که نکته مثبتیه.
در کل به نظرم شخصیت محترمی دارن و البته قدری خشک. برای نوع تدریس هم نمره قابل قبولی میشه به ایشون داد و توصیشون کرد",8.0,9.0,8.0,9.0,10.0,10.0
1913,2023-01-31T21:16:07,الهام فتاحی,ریاضی,ریاضی عمومی ۱,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,استاد خیلی سخت صحیح میکنن طوری ک نمرتون از چیزی ک فکر میکنید کمتر میشه حتی تمرینایی ک قرار میدن رو صحیح میکنن و ذره ای ارفاق نمیکنن حتی یک دهم !,10.0,10.0,10.0,8.0,7.0,8.0
1914,2023-02-01T00:03:21,نوروز محمد نوری,مکانیک,مکانیک سیالات پیشرفته,معیار مشخصی برای نمره دهی ندارند,حضور مهم نیست اما تاثیر مثبت دارد,بهمن 1400,استاد بسیار باسوادی هستند به تعبیری بهترین استاد دپارتمان تبدیل انرژی هستند و قطعا از تدریس فوق العاده ایشان لذت خواهید برد و گذر زمان رو در جلسات متوجه نخواهید شد و در کلاس ها کم کاری نخواهند کرد و تمام مطالب را پوشش می دهند و پروژه ایی برای درس تعریف نمی کنند تنها تعدادی تمرین مشخص میکنند که با تحقیق ساده به راحتی حل میشوند اما در نمره دهی معیار خاصی ندارند و ممکن است که انتظار نمره خوبی نداشته باشید اما نمره بالایی کسب کنید و برعکس!!!,8.0,10.0,8.0,6.0,10.0,9.0
1916,2023-02-01T02:31:55,الهام فتاحی,ریاضی,ریاضی ۱,منصفانه و هرچی خودت بگیری,یادم نمیاد,مهر 1401,"میگن بد نمره میده و ارفاق نمیکنه ولی بنظر من اصلا اینطور نیییییست!
دوتا سوال امتیازی داد که تا آخر ترم مهلت داشتیم جوابشو ایمیل کنیم و بابت همین دوتا ۱ نمره مثبت اضافه کرد.
اگه روی برگه راه حلت درست باشه ولی جواب آخرت به جواب اصلی نزدیک باشه باز هم کل نمره اون سوالو بهت میده 👌🏻
یه سوال آزمون که درس نداده بود رو اومد سر آزمون بهمون گفتش چجوری حلش کنیم.
توصیه میکنم قبل از شرکت در کلاس جزوه پی‌دی‌افیش رو پیش مطالعه بکنید.
فکر میکنم پنج شیش نفری بیست گرفتن ازش.
اگه هم میخواید یاد بگیرید هم میخواید نمره بگیرید ، ریاضی۱ رو با این استاد بردارید.",10.0,10.0,8.0,10.0,10.0,10.0
1917,2023-02-02T11:57:59,نرگس طاهری,ریاضی,ریاضی مهندسی,,,,,,,,,,
1918,2023-02-02T12:57:23,آیت اللهی,مکانیک,مقاومت مصالح ۱,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"استاد با شخصیتی و دلسوزی هستند به دانشجو احترام میزارن. روند مشخصی دارن اگه از کلاس عقب نیافتید هم از درس لذت میبرید و هم نمره خوبی میگیرید.
تی ای این ترم روال بود و راه امد.
استاد عین نمره خودتون رو میدن و شیفتی در کار نیست.",10.0,10.0,10.0,10.0,10.0,10.0
1921,2023-02-05T12:14:52,وحید خطیبی,مهندسی صنایع,ماشین به ماشین و اینترنت اشیاء,سختگیرانه,حضور و غیاب نمی کند,مهر 1401,"برای امتحان یه سری فایل پاورپوینت زبان اصلی که در طی ترم تدریس میکنن باید بخونید که حجمشون خیلی زیاده و عملا فرصت نمیشه خوندشون 
یه ارائه کلاسی و یه پروژه هم دارن
حضور غیاب نمیکنن ولی یادشون هست که چه کسایی سر کلاس حاضر بودن
استاد خوش برخوردی هستن ولی نمره دهیشون خیلی سختگیرانه بود",5.0,7.0,6.0,7.0,7.0,10.0
1922,2023-02-05T12:15:03,نفیسه شمس,معارف,تفسیر موضوعی قرآن,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"امتحان بسیار ساده بود که یک جزوه ۴۰ صفحه ای دادن براش و سر امتحان ۱۶ تا تست راحت داده بودن
دورانی که کلاس دارین میتونید با یه سری کار های خارج درس نمره بالایی بگیرید( مثلا قرائت یا ارائه پاورپوینت و تحقیق و ...)",7.0,7.0,8.0,9.0,10.0,10.0
1923,2023-02-05T12:15:11,مهرداد آشتیانی,مهندسی کامپیوتر,برنامه نویسی,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"اصل تدریس در کارگاه هاش توسط taها انجام میشه، ta ها خیلی بچه های خوبین خیلی خوب جواب سوال هارو میدن
در کل کلاسیه که اگر خود فرد بخواد میتونه خیلی چیز یاد بگیره و نمره خوبی هم بگیره
۲۰ و ۱۹ هم زیاد داشتیم",10.0,10.0,9.0,10.0,9.0,10.0
1924,2023-02-05T12:21:38,مهرداد آشتیانی,مهندسی کامپیوتر,مبانی برنامه نویسی,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"هر هفته سه تا سوال کارگاه دارن و حدود پنج سری هم تمرین هفت-هشت سواله که یکی دوتا از سوالای کارگاه رو هم تی‌ای ها حل میکنن
تدریس خودشون خوبه ولی چون آنلاینه خسته کننده هست
تدریس کدنویسی کاربردی تو کارگاه توسط تی ای ها انجام میشه 
بخش اعظمی از نمره رو هم همون تمارین و پروژه پایانی تشکیل میدن و درکل هم از ۲۳ نمره نمره میدن و ۳ نمره امتیازی دارن
درکل منطقی نمره میدن و این ترم از ۱۵۰ نفر ۴۰ نفر ۲۰ گرفتن
ولی اگه تا الان برنامه نویسی کار نکردین کنار کلاس و کارگاه خودتون یه دوره هم توی یوتوب یا هرجای دیگه شروع کنید و کامل ببینید",10.0,10.0,10.0,10.0,5.0,10.0
